,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District
2149,470,51,2,1,0,1,No,No,Yes,No,Barra Funda
450,448,50,2,2,1,1,No,No,Yes,No,São Lucas
3925,3226,300,4,5,4,4,No,No,Yes,No,Morumbi
10456,0,53,2,1,0,1,Yes,No,No,No,São Miguel
2658,1060,90,3,2,1,2,No,No,Yes,No,Casa Verde
3699,450,54,2,1,0,1,No,No,No,No,Jabaquara
4779,408,57,2,2,1,1,No,No,Yes,No,Pirituba
1811,424,40,1,2,1,1,No,No,Yes,No,Jaguaré
9507,450,69,3,2,1,1,No,No,Yes,No,Vila Maria
2990,374,55,2,1,0,1,No,Yes,No,No,Belém
9525,0,140,4,3,2,2,Yes,No,Yes,No,Medeiros
282,190,40,1,2,1,1,No,No,No,No,Jardim Helena
5389,1350,98,2,2,1,2,No,No,Yes,No,Brooklin
2731,1800,180,3,4,3,4,Yes,Yes,Yes,No,Santana
1669,460,49,2,2,1,1,Yes,No,No,No,Brasilândia
9731,270,47,2,2,1,1,No,No,Yes,No,São Mateus
4439,471,58,3,2,1,1,No,No,No,No,Jaguaré
10053,2300,200,3,5,2,4,No,No,Yes,No,Vila Mariana
11191,800,69,2,2,1,1,No,Yes,Yes,No,Brooklin
3281,592,73,3,1,0,1,No,No,No,No,Vila Prudente
3965,400,49,2,1,0,1,No,No,No,No,Sacomã
582,0,60,2,2,1,1,No,No,No,No,Vila Formosa
137,430,60,2,2,1,1,Yes,No,Yes,No,Cidade Líder
1455,1000,126,3,4,3,3,Yes,No,Yes,No,Vila Andrade
10219,0,69,2,2,1,1,Yes,No,Yes,No,Rio Pequeno
1525,2780,160,3,5,3,4,Yes,No,Yes,No,Vila Mariana
10171,850,70,2,3,1,1,Yes,Yes,No,No,Perdizes
2516,645,56,2,1,0,1,Yes,No,No,No,República
704,900,90,3,2,1,2,No,No,Yes,No,Vila Prudente
3262,500,69,2,2,1,1,Yes,No,Yes,No,Vila Matilde
9509,0,50,1,2,1,1,No,No,No,No,Vila Maria
4391,520,81,2,2,1,1,No,No,Yes,No,Freguesia do Ó
1855,564,69,2,2,1,2,Yes,No,Yes,No,Jaraguá
2465,680,36,1,1,0,1,Yes,No,No,No,Liberdade
11155,1400,111,3,4,1,2,Yes,Yes,Yes,No,Vila Olimpia
3170,662,136,2,2,1,3,No,No,No,No,São Lucas
10344,890,47,1,1,0,1,No,No,No,No,Santa Cecília
9180,657,95,2,2,1,1,No,No,No,No,Consolação
4551,1251,103,2,2,0,1,No,No,No,No,Lapa
9117,989,203,3,2,1,2,No,No,No,No,Bom Retiro
161,250,45,2,2,1,1,No,No,No,No,Cidade Tiradentes
9863,340,72,3,2,1,1,No,No,No,No,Campo Limpo
1319,0,69,3,2,1,2,Yes,Yes,Yes,No,Sacomã
3479,330,52,2,1,0,1,No,No,No,No,Campo Limpo
2065,450,70,3,2,1,1,Yes,No,Yes,No,Rio Pequeno
3117,300,47,2,1,0,1,Yes,No,No,No,Penha
4411,413,49,2,1,0,1,No,No,Yes,No,Freguesia do Ó
1624,160,40,1,2,1,1,No,No,No,No,Anhanguera
9983,466,80,2,2,1,1,No,No,Yes,No,Morumbi
2031,527,57,2,2,1,1,No,Yes,Yes,No,Pirituba
2604,700,96,3,2,1,1,No,No,Yes,No,Casa Verde
3523,900,140,3,3,2,2,No,No,Yes,No,Ipiranga
9502,0,60,1,2,1,2,Yes,No,Yes,No,Vila Maria
10674,490,47,1,1,0,1,No,No,No,No,Moema
3875,1795,175,3,4,3,4,No,No,No,No,Morumbi
1065,1000,142,3,5,3,2,Yes,Yes,Yes,No,Ipiranga
2030,0,67,2,2,1,1,No,No,No,No,Pirituba
1327,500,60,2,2,1,1,No,No,No,No,Sacomã
852,1000,149,3,4,3,2,No,No,No,No,Campo Grande
9740,220,54,2,2,1,1,No,No,No,No,São Mateus
978,1300,185,3,4,3,2,No,No,No,No,Cidade Dutra
9864,0,45,2,2,1,1,No,No,Yes,No,Campo Limpo
9888,520,61,2,2,1,1,No,No,Yes,No,Ipiranga
4482,1300,186,3,4,3,3,No,No,Yes,No,Jaguaré
3171,971,95,3,2,1,2,No,No,Yes,No,São Lucas
5150,1400,120,2,3,1,2,No,Yes,No,No,Vila Madalena
3571,450,67,2,2,1,1,No,No,Yes,No,Ipiranga
9274,1100,170,3,2,1,1,Yes,No,No,No,Santa Cecília
3323,580,60,3,1,0,1,No,No,No,No,Vila Prudente
9986,400,71,2,2,1,1,Yes,No,No,No,Sacomã
9929,695,74,2,2,1,1,Yes,Yes,Yes,No,Jardim Paulista
3943,500,68,3,2,1,2,No,No,Yes,No,Sacomã
9223,0,44,2,2,1,1,Yes,Yes,No,No,Pari
3750,1500,182,4,2,1,2,Yes,No,No,No,Jardim Paulista
4838,1400,156,3,4,3,2,Yes,Yes,Yes,No,Vila Leopoldina
9455,1245,140,3,2,1,3,No,No,Yes,No,Tucuruvi
9163,600,35,1,2,1,1,No,No,No,No,Consolação
9192,608,55,1,2,1,1,Yes,Yes,Yes,No,Liberdade
10763,750,60,2,1,0,1,No,No,Yes,No,Saúde
159,0,50,2,2,1,1,No,No,No,No,Cidade Tiradentes
10732,850,117,3,2,1,0,No,No,Yes,No,Santo Amaro
4374,605,65,3,1,0,1,No,No,No,No,Cachoeirinha
3447,560,70,3,1,0,1,No,No,No,No,Campo Grande
9827,400,42,1,2,1,1,Yes,No,Yes,No,Campo Belo
9835,1035,81,2,2,1,1,No,Yes,Yes,No,Campo Belo
192,452,50,2,2,1,1,Yes,No,Yes,No,Ermelino Matarazzo
2752,950,135,3,3,2,2,Yes,No,No,No,Santana
9877,220,54,1,2,1,1,No,No,No,No,Ipiranga
1247,1200,117,2,4,2,2,No,No,Yes,No,Morumbi
4701,2314,157,3,4,3,4,No,No,Yes,No,Pinheiros
9403,1200,118,3,4,2,3,No,No,Yes,No,Santana
3902,2450,193,3,4,3,0,No,No,No,No,Morumbi
398,246,56,2,2,1,1,No,No,No,No,Sapopemba
2784,800,65,2,1,0,1,No,No,No,No,Tucuruvi
9845,630,62,2,2,1,1,Yes,No,No,No,Campo Grande
10164,1450,155,4,4,1,3,Yes,No,Yes,No,Perdizes
1224,1750,158,4,3,2,2,Yes,No,Yes,No,Moema
962,400,50,2,2,1,1,No,No,No,No,Cidade Ademar
240,160,38,2,2,1,1,No,No,No,No,Itaim Paulista
3322,840,92,3,2,1,2,No,No,Yes,No,Vila Prudente
10427,460,50,2,1,0,1,No,No,Yes,No,Cangaíba
10114,400,65,3,2,1,1,No,No,No,No,Cachoeirinha
176,182,38,2,2,1,1,Yes,No,No,No,Cidade Tiradentes
2894,540,76,3,2,1,2,No,No,Yes,No,Água Rasa
10176,818,89,2,2,1,1,Yes,Yes,No,No,Pinheiros
1391,653,59,2,2,1,1,No,Yes,No,No,Saúde
2578,1200,135,3,2,1,2,No,No,No,No,Santa Cecília
4156,430,40,1,1,0,1,No,No,No,No,Vila Mariana
1206,1750,135,2,4,1,2,No,Yes,No,No,Jardim Paulista
4761,300,70,2,1,0,1,No,No,No,No,Pirituba
9326,610,65,2,2,1,2,Yes,Yes,Yes,No,Jaçanã
923,0,60,1,2,1,1,No,No,No,No,Capão Redondo
9167,620,53,1,2,1,1,No,No,No,No,Consolação
2284,442,38,1,1,0,1,No,No,No,No,Brás
849,0,163,4,5,3,3,Yes,No,Yes,No,Campo Grande
1085,3265,230,4,3,1,3,No,Yes,No,No,Itaim Bibi
10193,1000,88,1,2,1,2,Yes,Yes,Yes,No,Pinheiros
11151,515,30,1,2,1,1,No,No,No,No,Vila Olimpia
867,300,52,2,2,1,1,No,No,No,No,Campo Limpo
1019,435,62,2,2,1,2,Yes,No,Yes,No,Cursino
9189,648,52,2,2,1,1,Yes,No,No,No,Liberdade
10415,530,68,2,2,1,1,No,No,Yes,No,Belém
10401,550,79,3,2,1,2,No,No,Yes,No,Água Rasa
1098,1500,80,2,2,1,2,Yes,Yes,Yes,No,Itaim Bibi
3345,554,50,2,1,0,1,No,No,No,No,Cambuci
10370,640,40,1,2,1,1,No,No,Yes,No,Santana
10008,2000,92,4,2,1,2,Yes,No,Yes,No,Saúde
10502,550,65,2,1,0,1,No,No,Yes,No,Cambuci
5321,800,120,3,2,1,2,No,No,Yes,No,Mooca
3618,1150,90,2,1,0,2,No,Yes,No,No,Itaim Bibi
3410,0,96,3,2,1,2,No,No,No,No,Campo Belo
3724,0,469,4,5,4,4,No,No,Yes,No,Jardim Paulista
10369,667,76,2,1,0,1,No,Yes,Yes,No,Santana
10825,520,53,2,1,0,1,No,No,No,No,Vila Sônia
4130,827,87,3,2,1,2,No,No,Yes,No,Vila Andrade
10386,110,42,1,1,0,1,No,No,No,No,Tucuruvi
1031,541,41,1,2,1,1,No,No,No,No,Cursino
3884,860,70,2,2,1,2,No,No,Yes,No,Morumbi
3025,850,103,3,4,3,2,No,No,Yes,No,Carrão
10992,0,50,2,1,0,1,Yes,No,No,No,Rio Pequeno
2824,520,43,1,2,1,1,No,No,Yes,No,Tucuruvi
5335,483,90,2,1,0,1,No,No,No,No,Mooca
3391,2850,203,4,2,1,3,No,Yes,Yes,No,Campo Belo
189,0,65,2,2,1,1,No,No,No,No,Ermelino Matarazzo
9358,546,60,3,2,1,1,No,No,No,No,Mandaqui
2755,2688,380,5,3,2,5,No,No,No,No,Santana
10516,2900,230,4,3,2,3,No,No,Yes,No,Campo Belo
3865,7800,880,5,4,5,6,Yes,No,No,No,Morumbi
3016,708,96,2,2,1,2,No,Yes,No,No,Carrão
4296,90,70,2,2,1,1,No,No,No,No,Brasilândia
9787,370,63,2,2,1,1,Yes,No,Yes,No,Vila Formosa
3648,1842,42,1,1,0,2,No,No,Yes,No,Itaim Bibi
4639,100,68,1,1,0,1,No,No,Yes,No,Perdizes
1826,550,58,2,2,1,2,Yes,No,Yes,No,Jaraguá
1887,602,71,2,2,1,1,Yes,No,No,No,Lapa
5160,580,46,1,2,1,1,Yes,No,Yes,No,Vila Madalena
9231,0,62,2,2,1,1,No,No,Yes,No,Pari
9771,425,35,1,2,1,1,Yes,Yes,Yes,No,Tatuapé
9128,50,70,3,2,1,1,No,No,No,No,Bom Retiro
10374,750,96,3,2,1,1,No,No,No,No,Santana
9477,350,53,2,2,1,1,No,No,No,No,Vila Guilherme
3743,1548,110,3,2,1,2,No,No,No,No,Jardim Paulista
3158,660,59,2,1,0,1,No,No,No,No,São Lucas
2543,629,75,2,1,0,1,No,No,No,No,Santa Cecília
4891,900,143,3,4,3,2,No,No,Yes,No,Vila Leopoldina
2152,368,69,2,2,1,1,No,No,Yes,No,Barra Funda
9866,0,50,2,2,1,1,No,No,Yes,No,Capão Redondo
9202,500,65,2,2,1,1,Yes,No,Yes,No,Liberdade
10782,625,68,2,2,1,2,No,No,No,No,Vila Andrade
9522,1600,165,4,4,3,2,No,No,Yes,No,Medeiros
4887,620,70,2,2,1,1,Yes,Yes,Yes,No,Vila Leopoldina
2447,667,67,2,1,0,1,No,No,No,No,Liberdade
2060,763,56,2,2,1,1,No,No,Yes,No,Rio Pequeno
3449,650,95,3,2,1,2,No,No,Yes,No,Campo Grande
9884,811,85,2,2,1,1,Yes,No,No,No,Ipiranga
9284,650,95,2,2,1,1,No,No,No,No,Santa Cecília
2716,950,90,3,2,1,3,No,No,No,No,Mandaqui
2611,470,49,2,1,0,1,No,No,Yes,No,Casa Verde
9921,540,55,2,2,1,1,No,No,No,No,Jabaquara
1622,120,70,2,2,1,1,Yes,No,No,No,Anhanguera
584,340,56,2,2,1,1,Yes,No,No,No,Vila Formosa
10834,2050,247,4,5,4,4,No,No,No,No,Alto de Pinheiros
476,302,45,2,2,1,1,No,No,No,No,São Mateus
3914,540,63,3,2,1,1,No,No,No,No,Morumbi
4008,436,45,1,1,0,1,No,Yes,Yes,No,Santo Amaro
992,1500,250,4,5,3,2,Yes,No,No,No,Cidade Dutra
2585,380,36,1,1,0,1,No,No,Yes,No,Santa Cecília
9552,800,77,3,2,1,2,No,No,No,No,Água Rasa
9593,0,52,2,2,1,1,No,No,No,No,Aricanduva
9446,458,60,2,2,1,1,Yes,No,No,No,Tucuruvi
59,250,53,2,2,1,1,No,No,No,No,Cangaíba
3638,1400,130,3,2,1,1,No,No,No,No,Itaim Bibi
3088,0,56,2,1,0,1,No,No,No,No,Itaquera
342,240,47,2,2,1,1,No,No,No,No,Lajeado
69,0,46,2,2,1,1,No,No,No,No,Cangaíba
2340,370,50,2,1,0,1,Yes,No,No,No,Brás
2966,263,32,1,1,0,1,Yes,No,Yes,No,Belém
780,900,75,2,2,1,1,No,No,No,No,Cambuci
624,412,54,2,2,1,1,Yes,No,No,No,Vila Jacuí
265,412,50,2,2,1,1,No,No,Yes,No,Itaquera
1772,395,65,2,2,1,1,No,Yes,Yes,No,Freguesia do Ó
3267,340,52,2,1,0,1,No,No,No,No,Vila Prudente
9092,900,84,1,2,1,1,No,No,Yes,No,Bela Vista
1341,0,309,4,6,4,4,No,No,Yes,No,Santo Amaro
10240,1155,125,3,3,2,3,Yes,No,Yes,No,Vila Leopoldina
9368,850,70,2,2,1,1,No,No,No,No,Mandaqui
716,0,84,3,2,1,1,No,No,No,No,Vila Prudente
4183,1400,57,3,2,1,1,No,No,Yes,No,Vila Mariana
2000,600,60,2,2,1,1,Yes,Yes,Yes,No,Pirituba
1036,466,45,1,2,1,1,No,Yes,Yes,No,Ipiranga
1163,500,69,3,2,1,1,No,No,No,No,Jardim Ângela
1848,0,150,3,2,1,1,No,No,No,No,Jaraguá
2481,699,45,1,1,0,1,No,Yes,No,No,Liberdade
9699,300,50,2,2,1,1,No,Yes,Yes,No,Penha
1511,1650,109,2,4,2,2,No,No,Yes,No,Vila Mariana
2014,400,49,2,2,1,1,No,No,Yes,No,Pirituba
3352,770,53,2,1,0,1,No,No,Yes,No,Cambuci
2400,373,35,1,1,0,1,No,No,Yes,No,Consolação
10622,2019,35,1,1,0,1,No,No,No,No,Itaim Bibi
575,550,62,2,2,1,1,No,No,No,No,Vila Curuçá
10972,1364,131,3,2,1,2,No,No,Yes,No,Pirituba
4,410,55,2,2,1,1,Yes,No,No,No,Artur Alvim
4375,610,59,3,2,1,1,No,Yes,No,No,Cachoeirinha
10086,700,60,2,2,1,1,Yes,No,Yes,No,Anhanguera
4240,800,66,1,1,0,1,No,Yes,No,No,Alto de Pinheiros
10762,706,55,2,1,0,1,No,No,Yes,No,Saúde
3060,415,50,2,1,0,1,Yes,No,No,No,Cidade Líder
2148,415,63,2,1,0,1,No,No,Yes,No,Barra Funda
9556,607,68,3,2,1,2,No,No,No,No,Água Rasa
10343,970,42,1,1,0,1,No,No,Yes,No,Santa Cecília
11138,566,67,2,2,1,1,Yes,No,Yes,No,Brooklin
1450,2408,243,4,5,4,4,No,No,Yes,No,Vila Andrade
4499,410,70,3,1,0,1,No,No,No,No,Lapa
1528,2754,220,4,5,3,3,Yes,Yes,Yes,No,Vila Mariana
352,200,47,1,2,1,1,Yes,No,No,No,Penha
4554,450,47,2,1,0,1,Yes,No,No,No,Limão
3460,580,60,2,1,0,1,No,No,Yes,No,Campo Grande
10742,1900,102,2,2,1,2,No,Yes,Yes,No,Santo Amaro
5148,1500,38,1,2,1,1,Yes,Yes,Yes,No,Vila Madalena
4764,530,55,2,1,0,1,No,No,Yes,No,Pirituba
10887,500,50,2,1,0,1,No,Yes,Yes,No,Jaguaré
10000,608,71,3,2,1,2,Yes,No,Yes,No,Saúde
9653,0,48,2,2,1,1,No,No,No,No,Cidade Tiradentes
2943,118,58,2,1,0,1,No,No,No,No,Artur Alvim
546,540,60,2,2,1,2,Yes,Yes,Yes,No,Tatuapé
9821,850,80,2,2,1,1,Yes,No,Yes,No,Cambuci
4402,100,65,1,1,0,0,No,No,No,No,Freguesia do Ó
1192,825,90,1,2,1,1,Yes,No,No,No,Jardim Paulista
96,510,64,2,2,1,1,No,No,No,No,Carrão
9670,200,50,2,2,1,1,No,No,No,No,Itaim Paulista
5423,700,58,1,2,1,1,Yes,Yes,Yes,No,Brooklin
1749,270,50,2,2,1,1,No,No,No,No,Cachoeirinha
9491,0,40,1,2,1,1,No,No,No,No,Vila Maria
1248,0,67,2,2,1,2,No,Yes,Yes,No,Morumbi
9953,617,36,1,2,1,1,Yes,No,No,No,Moema
3683,680,64,2,1,0,1,No,No,No,No,Jabaquara
5161,957,58,2,2,1,1,No,No,No,No,Vila Madalena
10910,480,70,2,2,1,1,No,No,Yes,No,Lapa
10435,415,48,2,1,0,1,No,No,No,No,Cidade Líder
10077,3300,171,3,3,1,3,Yes,No,Yes,No,Alto de Pinheiros
5258,400,51,1,2,1,1,Yes,Yes,Yes,No,Brooklin
4202,1000,87,3,4,3,3,No,No,Yes,No,Vila Sônia
933,1,63,3,2,1,1,Yes,No,No,No,Cidade Ademar
9646,0,69,3,2,1,1,No,No,No,No,Carrão
10986,200,50,2,1,0,1,No,No,No,No,Rio Pequeno
1213,1080,63,1,2,1,1,Yes,No,Yes,No,Moema
3074,350,50,3,1,0,1,No,No,Yes,No,Guaianazes
2140,1000,162,3,2,1,0,Yes,No,Yes,No,Barra Funda
10447,490,65,3,2,1,1,No,No,Yes,No,Penha
5329,697,86,3,2,1,2,Yes,No,No,No,Mooca
1452,0,47,2,2,1,1,No,No,Yes,No,Vila Andrade
10953,547,79,2,3,2,3,Yes,Yes,Yes,No,Pinheiros
2653,1850,192,4,4,3,2,No,No,Yes,No,Casa Verde
2484,2200,125,3,3,1,3,Yes,Yes,Yes,No,Liberdade
4665,780,90,2,2,1,1,No,No,No,No,Perdizes
1941,650,45,2,2,1,1,Yes,Yes,No,No,Perdizes
9369,1115,84,3,2,1,2,No,No,No,No,Mandaqui
10358,200,45,1,1,0,0,No,No,No,No,Casa Verde
10683,1980,204,3,4,3,3,No,No,Yes,No,Moema
5254,2300,218,3,5,3,4,Yes,Yes,Yes,No,Brooklin
2407,670,55,1,1,0,1,No,Yes,No,No,Consolação
10237,715,90,3,3,1,2,Yes,No,Yes,No,Vila Leopoldina
2542,3040,186,3,2,1,3,No,No,Yes,No,Santa Cecília
847,4174,236,4,5,4,3,No,No,No,No,Campo Grande
1442,50,83,3,2,1,1,Yes,No,No,No,Socorro
333,0,55,2,2,1,1,No,No,No,No,José Bonifácio
3509,1701,213,3,4,3,3,Yes,Yes,Yes,No,Ipiranga
690,455,60,3,2,1,1,No,No,No,No,Vila Prudente
3353,505,50,2,1,0,1,No,No,No,No,Cambuci
854,600,62,2,2,1,1,Yes,No,Yes,No,Campo Grande
10760,580,53,2,1,0,1,No,No,Yes,No,Saúde
3487,670,70,3,1,0,2,No,No,No,No,Cidade Ademar
3691,741,85,3,1,0,1,No,No,No,No,Jabaquara
9348,488,60,2,2,1,1,Yes,No,Yes,No,Jaçanã
1606,755,104,3,3,1,1,No,No,No,No,Alto de Pinheiros
480,250,54,2,2,1,1,No,No,No,No,São Mateus
10513,561,50,2,1,0,1,No,No,No,No,Cambuci
4649,2200,293,4,5,4,3,No,No,Yes,No,Perdizes
2102,1050,94,2,3,1,2,Yes,No,Yes,No,Vila Leopoldina
446,0,84,3,2,1,1,No,No,No,No,São Lucas
4502,1180,107,3,3,1,1,No,No,No,No,Lapa
1273,505,58,1,2,1,2,No,Yes,Yes,No,Morumbi
552,0,40,2,2,1,1,Yes,Yes,Yes,No,Vila Curuçá
549,415,62,2,2,1,1,Yes,Yes,No,No,Tatuapé
9854,600,60,2,2,1,1,Yes,Yes,No,No,Campo Grande
9426,480,52,2,2,1,1,No,No,No,No,Tremembé
2939,230,48,2,1,0,1,No,No,No,No,Artur Alvim
5261,1200,145,4,5,3,3,Yes,Yes,Yes,No,Brooklin
4831,482,65,2,1,0,1,No,No,No,No,Vila Leopoldina
1212,1100,37,1,2,1,1,Yes,Yes,Yes,No,Moema
2089,850,82,3,2,1,2,No,No,No,No,Vila Leopoldina
10644,1476,105,1,2,1,2,No,No,No,No,Jardim Paulista
5307,1300,112,3,4,1,2,No,No,Yes,No,Vila Olimpia
2241,490,68,1,1,0,1,No,No,No,No,Bela Vista
5264,770,66,1,2,1,1,Yes,Yes,Yes,No,Brooklin
1231,759,65,2,2,1,1,No,No,No,No,Moema
10689,476,34,1,1,0,1,No,No,Yes,No,Morumbi
4827,763,56,2,1,0,1,No,No,Yes,No,Rio Pequeno
10944,1500,130,3,2,1,1,No,No,No,No,Pinheiros
4494,281,43,2,1,0,1,Yes,No,No,No,Jaraguá
10556,665,64,3,1,0,1,No,No,No,No,Campo Grande
10884,530,58,2,1,0,1,No,No,Yes,No,Freguesia do Ó
789,574,79,2,2,1,2,No,No,No,No,Cambuci
561,418,50,1,2,1,1,Yes,No,No,No,Vila Curuçá
298,190,48,2,2,1,1,No,No,No,No,Jardim Helena
4067,1100,73,3,1,0,2,No,No,No,No,Saúde
1299,350,112,2,2,1,2,No,No,Yes,No,Pedreira
3160,555,70,3,2,1,1,No,No,Yes,No,São Lucas
2434,2200,227,3,2,1,2,No,No,No,No,Consolação
3197,490,40,1,1,0,1,No,No,No,No,Tatuapé
2899,650,76,2,2,1,2,No,No,Yes,No,Água Rasa
2570,340,60,1,1,0,0,No,No,No,No,Santa Cecília
2650,560,70,1,1,0,2,No,No,No,No,Casa Verde
9781,600,92,3,2,1,3,Yes,No,Yes,No,Vila Formosa
2682,1076,75,2,3,0,1,No,No,Yes,No,Mandaqui
4194,550,64,2,1,0,1,No,No,No,No,Vila Sônia
9233,399,60,2,2,1,1,No,No,Yes,No,Pari
1846,450,72,2,2,1,1,No,No,No,No,Jaraguá
3326,604,72,3,2,1,1,Yes,No,Yes,No,Vila Prudente
9100,0,117,3,2,1,1,Yes,No,No,No,Bela Vista
2079,1350,187,3,6,3,3,Yes,Yes,Yes,No,Vila Leopoldina
10123,500,55,2,2,1,1,No,No,Yes,No,Freguesia do Ó
1804,390,51,2,2,1,1,No,No,Yes,No,Jaguaré
9365,1020,105,3,2,1,1,No,No,Yes,No,Mandaqui
3826,756,56,1,2,1,1,No,No,No,No,Moema
9624,150,42,2,2,1,1,No,No,No,No,Artur Alvim
1197,2098,173,3,4,1,2,No,Yes,No,No,Jardim Paulista
896,199,48,2,2,1,1,No,No,No,No,Capão Redondo
18,150,80,2,2,1,1,Yes,No,No,No,Belém
2259,350,52,1,1,0,0,No,No,No,No,Bom Retiro
10488,550,69,3,2,1,1,No,No,Yes,No,Vila Prudente
1994,1500,104,3,2,1,2,Yes,No,Yes,No,Pinheiros
2462,2100,200,3,4,3,2,No,No,No,No,Liberdade
1303,450,53,2,2,1,1,Yes,No,Yes,No,Sacomã
474,270,47,2,2,1,1,No,No,Yes,No,São Mateus
1789,550,68,3,2,1,1,No,Yes,Yes,No,Jaguaré
5252,640,75,2,2,1,1,No,No,No,No,Mooca
3927,1490,70,3,1,0,1,No,No,Yes,No,Morumbi
2133,120,70,2,1,0,0,No,No,No,No,Barra Funda
567,330,36,1,2,1,1,Yes,Yes,No,No,Vila Curuçá
2600,850,83,3,3,2,2,No,No,Yes,No,Casa Verde
1149,500,69,3,2,1,1,No,No,No,No,Jardim Ângela
10869,1100,84,3,2,1,2,No,No,Yes,No,Butantã
9273,608,77,2,2,1,1,Yes,No,No,No,Santa Cecília
4854,700,74,2,1,2,1,No,Yes,Yes,No,Vila Leopoldina
3136,450,53,2,2,1,1,No,No,Yes,No,Penha
4892,1100,126,4,4,2,2,No,No,Yes,No,Vila Leopoldina
10939,2900,266,4,5,4,5,Yes,Yes,Yes,No,Perdizes
10480,100,33,1,1,0,1,No,No,No,No,Vila Matilde
4348,500,66,2,2,1,2,No,No,Yes,No,Butantã
1596,420,71,3,2,1,1,No,No,No,No,Alto de Pinheiros
4624,1750,98,3,3,2,2,No,No,Yes,No,Perdizes
3286,570,78,3,1,0,1,Yes,No,Yes,No,Vila Prudente
1493,714,60,2,2,1,1,Yes,No,No,No,Vila Mariana
4663,950,87,2,2,1,2,No,No,Yes,No,Perdizes
3363,600,45,1,1,0,0,Yes,No,No,No,Cambuci
9789,740,60,2,2,1,1,Yes,No,Yes,No,Vila Formosa
10511,330,80,1,1,0,0,No,No,No,No,Cambuci
2183,211,50,1,1,0,0,No,No,No,No,Bela Vista
2115,725,63,1,2,1,1,No,No,Yes,No,Barra Funda
1430,640,74,3,2,1,1,No,No,No,No,Socorro
9973,1500,177,3,5,3,3,Yes,Yes,Yes,No,Morumbi
669,0,43,2,2,1,1,No,No,No,No,Vila Matilde
2429,300,45,1,1,0,0,No,No,No,No,Consolação
3453,750,58,2,3,2,1,No,No,No,No,Campo Grande
4048,505,42,1,2,1,1,No,Yes,Yes,No,Saúde
829,400,47,2,2,1,1,Yes,No,No,No,Campo Grande
9769,575,70,3,2,1,1,Yes,Yes,Yes,No,Tatuapé
453,0,65,3,2,1,1,Yes,No,No,No,São Lucas
2364,600,35,1,1,0,0,No,Yes,No,No,Consolação
10561,890,94,3,2,1,2,No,No,Yes,No,Campo Grande
1521,1650,109,2,3,2,4,Yes,No,Yes,No,Vila Mariana
4798,663,59,3,1,0,1,No,No,Yes,No,Pirituba
3051,2000,232,3,5,3,2,No,No,Yes,No,Carrão
10046,1200,90,2,4,2,2,No,No,Yes,No,Vila Mariana
9671,160,42,2,2,1,1,Yes,No,Yes,No,Itaim Paulista
1367,3204,370,4,6,4,5,Yes,No,Yes,No,Santo Amaro
11129,2200,293,4,2,1,3,No,No,Yes,No,Mooca
3894,2600,221,4,4,3,4,Yes,Yes,Yes,No,Morumbi
4674,2100,135,3,4,1,2,No,No,Yes,No,Perdizes
4672,1300,130,3,2,1,2,No,No,Yes,No,Perdizes
3000,450,50,2,1,0,1,No,No,No,No,Carrão
2139,350,44,2,1,0,1,No,No,Yes,No,Barra Funda
598,531,39,1,2,1,1,Yes,No,Yes,No,Vila Formosa
3450,721,87,3,2,1,1,No,No,Yes,No,Campo Grande
2537,2434,255,3,2,1,2,No,No,No,No,Santa Cecília
3568,530,40,1,1,0,1,No,No,Yes,No,Ipiranga
9475,1150,110,3,2,1,2,Yes,No,Yes,No,Vila Guilherme
10936,1900,215,4,5,4,2,Yes,No,Yes,No,Perdizes
2700,500,80,2,1,0,1,Yes,No,No,No,Mandaqui
1393,300,45,1,2,1,1,No,No,No,No,Saúde
9910,738,78,3,2,1,1,Yes,No,No,No,Jabaquara
3149,420,60,2,1,0,1,No,No,No,No,Penha
866,360,42,2,2,1,1,Yes,No,Yes,No,Campo Limpo
10814,1770,186,4,3,2,4,No,No,Yes,No,Vila Mariana
5418,750,70,2,2,1,1,No,Yes,No,No,Brooklin
5409,610,68,2,1,0,1,No,No,No,No,Brooklin
5378,400,80,2,1,0,0,No,No,No,No,Mooca
9143,700,72,2,2,1,1,Yes,No,No,No,Brás
4228,9500,452,4,3,2,4,Yes,No,Yes,No,Alto de Pinheiros
1194,532,54,1,2,1,1,Yes,Yes,Yes,No,Jardim Paulista
9924,0,69,3,2,1,1,No,Yes,Yes,No,Jardim Ângela
3807,1950,150,3,2,1,2,No,No,Yes,No,Moema
710,400,56,2,2,1,1,Yes,Yes,Yes,No,Vila Prudente
9993,1400,45,1,2,1,1,No,Yes,Yes,No,Santo Amaro
1556,1840,200,3,4,3,4,No,Yes,Yes,No,Vila Sônia
1431,700,73,3,2,1,1,No,No,No,No,Socorro
4446,550,55,2,1,0,1,No,Yes,Yes,No,Jaguaré
1390,980,99,3,3,1,3,Yes,No,Yes,No,Saúde
9563,550,50,2,2,1,1,Yes,No,No,No,Água Rasa
1223,929,52,1,2,1,1,Yes,No,Yes,No,Moema
64,0,50,2,2,1,1,No,No,No,No,Cangaíba
9203,600,70,2,2,1,1,No,No,Yes,No,Liberdade
2971,720,68,3,2,1,1,No,No,Yes,No,Belém
1395,515,60,2,2,1,1,Yes,No,Yes,No,Saúde
